freight_value,freight_ratio
16.25,0.232
8.88,0.269
17.14,0.172
42.03,0.28
28.82,0.481
34.98,0.271
25.11,0.063
35.67,0.849
8.73,0.061
35.48,0.148
16.18,0.27
15.57,0.157
8.27,0.207
15.1,0.637
16.4,0.552
21.63,0.155
13.08,0.187
28.35,0.201
15.98,0.145
19.89,0.117
18.38,0.461
15.2,0.381
35.67,1.189
32.09,0.322
9.71,0.083
14.87,0.186
11.85,0.395
19.0,0.147
38.58,0.483
39.5,0.032
7.39,0.296
21.02,0.28
22.73,0.084
16.32,0.204
15.76,0.109
15.01,0.083
15.23,1.217
16.95,0.17
16.28,0.217
19.35,0.359
15.46,0.675
9.34,0.311
12.39,0.092
10.47,0.032
7.39,0.493
18.23,0.508
18.23,1.413
13.04,0.29
15.1,0.458
14.52,0.583
17.31,0.138
33.2,0.166
7.78,0.222
27.49,0.376
46.45,0.332
41.08,0.415
17.06,0.192
17.06,0.758
15.11,0.63
19.32,0.395
16.66,0.282
12.04,0.1
18.67,0.416
15.1,0.581
11.85,0.263
15.91,0.111
18.23,0.196
10.96,0.548
16.95,0.17
11.2,0.428
38.94,0.134
20.91,0.349
15.1,0.378
17.78,0.445
16.31,0.206
17.67,0.295
9.45,0.508
12.87,0.43
28.06,0.295
24.02,0.301
15.23,0.436
18.63,0.248
20.22,0.289
17.06,0.903
11.66,0.088
9.12,0.077
12.87,0.429
15.78,0.069
27.51,0.423
62.2,0.479
15.24,0.218
23.92,0.16
15.56,0.338
21.25,0.179
16.67,0.167
15.1,0.505
23.25,0.106
18.31,0.625
27.41,1.071
109.94,0.16
0.0,0.0
10.47,0.206
0.0,0.0
13.71,0.305
12.85,0.478
12.69,0.075
16.57,0.064
7.39,0.185
38.59,0.26
72.74,0.091
18.23,0.13
16.32,0.607
15.38,0.171
14.13,0.128
17.94,0.182
41.48,0.112
11.85,0.339
22.44,0.162
23.03,0.146
27.07,0.106
129.54,0.077
33.08,0.334
33.0,0.303
8.96,0.256
14.65,0.334
12.79,0.825
14.52,1.126
8.99,0.258
7.78,0.159
15.18,0.105
46.01,0.149
9.41,0.111
18.83,0.941
19.32,0.552
8.29,0.451
11.85,0.258
14.53,0.049
13.24,0.255
8.37,0.279
11.73,0.25
9.94,0.331
12.79,0.32
11.99,0.107
41.01,0.121
16.79,0.624
13.91,0.062
7.95,0.08
18.67,0.094
17.78,0.235
16.11,0.329
16.7,0.257
17.26,0.346
19.03,0.115
18.01,0.165
14.29,0.186
18.41,0.035
25.24,0.072
14.51,0.068
15.23,0.612
0.0,0.0
26.67,0.581
22.06,1.71
10.96,0.367
15.23,0.381
8.29,0.276
9.34,0.359
22.06,1.109
25.39,0.141
28.5,0.178
16.6,0.485
22.06,1.167
19.39,0.09
16.11,0.46
12.69,0.254
72.87,0.177
23.36,0.334
19.48,0.122
13.71,0.393
18.02,0.277
19.32,0.773
14.68,0.046
7.78,0.159
17.6,0.704
16.05,0.134
7.78,0.53
16.19,0.19
17.93,0.185
9.1,0.07
13.57,0.172
16.71,0.113
24.11,0.129
38.04,0.544
19.04,0.423
15.1,0.322
17.2,0.159
23.96,0.154
7.78,0.195
15.23,0.546
15.49,0.147
14.66,0.209
12.69,0.254
17.29,0.079
17.47,0.195
19.66,0.328
14.57,0.211
15.1,0.521
20.74,0.883
35.69,0.446
28.64,0.159
7.78,0.259
9.43,0.131
15.79,0.106
17.6,1.068
15.1,0.629
22.85,0.034
15.11,0.566
13.31,0.096
31.1,0.693
11.85,0.258
18.33,0.547
15.1,0.551
36.75,1.05
13.55,0.085
18.12,0.229
13.94,0.061
23.85,0.159
15.38,0.171
7.78,0.195
23.44,0.079
7.78,0.26
21.22,0.204
15.29,0.577
28.39,0.086
23.06,0.334
18.23,0.98
9.41,0.111
18.23,0.701
20.19,0.202
6.34,0.138
21.52,0.067
59.61,0.696
19.31,0.219
9.51,0.088
12.14,0.081
0.78,0.033
16.11,0.46
11.99,0.172
18.58,0.062
7.39,0.569
16.16,0.284
18.23,0.373
9.1,0.068
20.81,0.178
16.16,0.284
19.58,0.349
8.78,0.106
11.73,0.199
19.91,0.069
18.31,0.611
15.94,0.106
7.87,0.787
25.52,0.047
19.46,0.499
16.71,0.06
22.88,0.286
13.47,0.269
16.56,0.144
15.15,0.266
38.99,0.231
12.47,0.113
25.54,0.15
8.72,0.219
8.47,0.189
7.78,0.311
18.08,0.248
15.21,0.234
12.55,0.083
34.13,1.07
19.82,0.082
21.76,0.436
14.11,0.271
8.88,0.228
20.01,0.032
13.44,0.224
10.96,0.477
16.88,0.189
15.51,0.173
14.02,0.039
12.48,0.66
34.71,0.267
16.62,0.168
12.36,0.095
11.73,1.174
27.03,0.2
18.23,1.013
21.15,0.849
50.84,0.366
24.48,0.612
24.68,0.041
13.37,0.357
13.84,0.082
14.24,0.204
20.68,0.122
9.29,0.116
18.23,0.608
14.0,0.163
18.55,0.193
17.9,0.024
21.72,0.168
46.83,0.92
11.73,0.326
18.95,0.078
13.38,0.263
13.08,0.174
8.72,0.168
18.62,0.373
38.85,0.268
19.32,0.999
11.85,0.595
13.08,0.187
34.31,0.312
19.32,0.678
8.1,0.067
14.61,0.119
8.72,1.264
5.75,0.096
14.52,0.608
17.59,0.44
15.1,0.541
15.14,0.101
59.51,0.157
18.64,0.094
14.1,0.353
13.86,0.107
11.85,0.515
15.63,0.261
13.65,0.152
23.48,0.168
8.23,0.042
16.83,0.068
22.01,0.073
11.99,0.172
11.85,0.27
14.78,0.149
40.41,0.081
18.06,0.156
19.14,0.071
13.28,0.111
17.67,0.295
15.23,0.802
18.72,0.156
17.32,0.209
13.51,0.018
13.04,0.059
18.23,0.13
16.11,0.477
57.23,0.88
13.03,0.155
7.39,0.161
11.85,1.5
37.21,0.496
16.03,0.121
27.42,0.28
19.0,0.25
14.48,0.135
15.29,0.259
15.38,0.171
36.19,0.213
15.79,0.121
19.56,0.37
18.92,0.158
16.79,0.455
16.92,0.338
116.3,0.12
17.07,0.19
14.52,0.542
11.85,1.331
13.35,0.121
23.45,0.188
23.6,0.205
17.6,0.347
15.1,0.755
12.7,0.25
7.48,0.237
16.6,0.426
7.39,0.601
23.28,0.558
60.51,0.205
16.11,0.403
16.22,0.219
14.43,0.144
15.41,0.343
33.28,0.139
25.55,0.194
21.69,0.062
15.1,0.799
7.45,0.277
15.44,0.193
9.34,0.443
11.85,0.293
15.15,0.266
10.02,0.039
8.57,0.145
17.66,0.299
14.14,0.252
14.1,0.544
19.87,0.067
9.0,0.167
10.09,0.224
18.03,0.282
16.84,0.291
27.47,0.165
59.98,0.131
12.61,0.063
15.43,0.064
18.73,0.033
10.96,0.333
13.26,0.156
17.63,0.683
22.64,0.144
14.1,0.742
38.31,0.351
12.68,0.161
12.84,0.223
19.59,0.22
27.71,0.139
17.95,0.18
23.59,0.249
16.79,0.421
16.02,0.122
14.13,0.236
9.61,0.064
15.1,0.722
39.43,0.331
15.44,0.315
15.1,0.387
22.41,0.325
24.09,0.052
2.79,0.109
17.6,0.469
13.02,0.157
10.8,0.103
14.58,0.105
15.44,0.315
23.12,0.193
14.87,0.149
13.67,0.124
15.1,0.521
9.33,0.08
10.4,0.208
15.1,0.505
28.33,0.21
18.8,0.032
17.59,0.118
23.13,0.293
7.44,0.298
16.79,1.302
14.52,0.296
17.84,0.089
19.43,0.571
18.45,0.37
15.79,0.396
22.64,0.029
13.55,0.086
12.86,0.459
18.23,2.028
9.77,0.042
23.9,0.184
12.35,1.26
44.5,0.445
15.37,0.173
34.18,0.623
0.0,0.0
29.63,0.169
15.23,0.32
18.23,0.82
19.84,0.08
14.4,0.035
23.65,0.124
18.03,0.113
28.27,0.115
34.22,0.571
15.1,0.505
41.53,0.166
27.5,0.303
38.75,0.079
15.1,0.539
13.87,0.33
27.78,0.185
19.72,0.057
12.79,2.61
20.98,0.28
76.51,0.746
20.06,0.122
9.94,0.177
10.96,0.378
19.23,0.427
18.89,0.573
18.65,0.17
16.11,0.505
12.68,0.091
27.33,0.776
16.69,0.232
8.11,0.271
18.0,0.107
57.44,0.522
7.49,0.083
41.67,0.421
26.59,0.364
18.25,0.344
25.87,0.304
15.1,0.308
23.31,0.212
7.73,0.115
15.19,0.015
12.25,1.237
20.05,0.251
37.58,0.21
14.1,0.47
12.83,0.184
15.44,0.315
19.82,0.124
11.85,0.296
15.13,0.28
15.23,1.525
11.85,0.396
15.1,0.893
29.31,0.367
18.44,0.376
12.9,0.151
16.74,0.212
11.87,0.154
28.54,0.172
24.05,0.15
34.21,0.807
24.9,0.294
13.3,0.044
42.38,2.508
10.13,0.188
19.68,0.221
12.3,0.095
13.44,0.224
64.74,0.113
13.71,0.138
18.37,0.474
34.15,0.684
48.34,0.375
28.98,0.256
16.6,0.45
7.39,0.493
18.41,0.418
17.67,0.295
13.85,0.198
16.95,0.852
16.95,0.17
7.96,0.072
14.1,0.887
18.66,0.234
11.33,0.167
24.12,0.128
18.31,0.612
29.01,0.333
18.98,0.152
23.52,0.028
18.23,0.456
12.76,0.213
14.41,0.121
13.53,0.047
26.36,0.066
16.36,0.091
15.17,0.253
14.32,0.169
20.33,0.169
14.29,0.179
16.8,0.324
25.21,0.468
11.92,0.199
16.33,0.163
7.64,0.069
56.95,1.004
18.23,0.365
8.35,0.08
11.85,1.295
35.88,0.449
23.32,0.312
21.35,0.043
14.93,0.137
15.81,0.155
18.03,0.273
14.1,0.352
21.14,0.228
39.55,0.265
18.1,0.125
17.7,0.273
15.1,1.258
20.81,0.353
23.66,0.225
9.02,0.05
14.54,0.224
41.55,0.032
21.54,0.144
17.87,0.201
22.98,0.878
14.62,0.293
18.26,0.794
17.81,0.113
29.3,0.084
14.1,0.313
16.05,0.594
15.79,0.672
26.18,0.203
12.13,0.107
16.79,0.674
15.1,0.504
16.61,0.277
12.16,0.129
7.64,0.069
20.27,0.082
16.11,0.421
18.65,0.239
15.15,0.271
12.75,0.216
0.0,0.0
7.78,0.486
8.72,0.301
18.23,0.732
15.23,0.525
16.22,0.246
20.98,0.3
51.32,0.436
22.9,0.156
17.8,0.225
14.72,0.106
23.35,0.39
24.6,0.703
18.41,0.528
21.15,0.663
11.85,0.329
12.72,0.151
19.97,0.067
11.43,0.197
39.11,0.04
14.51,0.088
14.28,0.188
17.84,0.21
23.14,0.019
21.0,0.098
14.1,1.085
43.98,0.191
13.96,0.103
38.01,0.254
34.18,0.292
8.46,0.037
8.5,0.081
13.49,0.642
13.21,0.12
17.88,0.199
9.27,0.245
23.44,0.276
18.15,0.145
15.16,0.257
14.44,0.295
13.71,0.139
17.67,0.295
15.1,0.759
18.1,0.238
17.17,0.078
7.39,0.541
17.95,0.083
16.76,0.045
17.63,0.59
33.03,0.025
11.73,0.196
9.15,0.141
17.84,0.026
13.5,0.196
9.26,0.094
9.34,0.163
15.1,0.759
40.09,0.401
18.08,0.152
19.6,0.198
14.39,0.073
7.77,0.156
19.02,0.058
19.67,0.289
27.0,0.27
11.24,0.125
23.82,0.164
15.32,0.192
12.87,0.323
15.17,0.253
15.23,0.525
15.3,0.255
41.77,0.22
12.79,0.458
7.78,0.259
24.81,0.055
10.25,0.442
14.1,0.705
37.3,0.429
25.72,0.086
18.74,0.152
19.83,0.216
18.04,0.301
8.72,0.23
7.54,0.189
7.74,0.112
15.38,0.171
15.16,0.266
11.95,0.187
25.74,0.2
0.0,0.0
25.63,0.596
16.79,0.343
35.01,0.202
21.3,0.184
23.35,0.212
14.11,0.059
7.39,0.309
7.39,0.308
7.58,0.168
12.36,0.137
17.1,0.051
14.25,0.198
9.74,0.162
25.63,0.642
16.36,0.19
19.46,0.499
23.85,0.159
21.83,0.059
8.72,0.881
16.79,0.844
12.4,0.124
56.84,0.334
12.79,1.044
17.5,0.292
10.46,0.478
19.75,0.247
14.52,2.904
32.99,1.104
11.85,0.484
16.85,0.288
8.94,0.052
19.32,0.46
15.19,0.241
19.84,0.213
14.13,0.404
14.25,0.079
11.15,0.149
21.5,0.358
0.0,0.0
15.44,0.156
25.26,0.422
18.25,0.461
15.65,1.758
9.56,0.056
13.74,0.156
17.0,0.656
18.98,0.127
105.76,0.425
23.16,0.26
13.44,0.224
132.38,0.378
13.73,0.259
62.94,0.158
16.77,0.103
14.11,0.743
19.32,1.074
12.23,0.306
42.91,0.341
37.9,2.918
144.29,0.362
7.92,0.097
15.79,0.883
25.67,0.467
14.58,0.046
11.72,0.036
11.55,0.154
20.52,0.14
18.3,0.122
8.72,0.127
90.12,0.503
36.75,0.817
43.49,0.162
19.15,0.039
17.44,0.073
18.57,0.062
16.82,0.306
22.66,0.168
18.3,0.122
17.67,0.361
22.46,0.209
7.39,0.528
16.27,0.224
9.31,0.117
11.85,0.409
115.14,0.077
13.78,0.487
15.45,0.31
22.0,0.091
18.23,0.192
27.24,0.275
12.79,0.284
21.15,0.882
7.88,0.088
17.42,0.249
20.18,0.247
21.15,0.962
18.65,0.038
7.39,0.255
41.21,0.516
15.67,0.196
15.38,0.171
30.0,0.131
16.07,0.085
57.44,0.522
22.07,0.092
27.55,0.19
8.16,0.063
18.23,0.365
16.16,0.284
11.85,0.365
18.53,0.055
11.73,0.51
13.64,0.088
28.27,0.115
63.33,0.186
16.95,0.17
34.57,0.48
7.78,0.412
17.78,0.508
16.47,0.137
16.91,0.178
12.69,0.288
14.32,0.179
177.94,0.17
16.6,0.522
22.42,0.192
11.47,0.03
32.08,0.169
13.55,0.086
16.32,0.192
16.11,0.499
17.93,0.437
17.13,0.286
15.87,0.099
14.1,0.472
12.81,0.241
37.54,0.419
7.78,0.556
15.1,0.378
14.8,0.212
15.59,0.13
12.51,0.228
15.1,0.378
13.65,0.152
21.54,0.167
30.26,0.073
19.04,0.635
14.15,0.181
18.23,1.736
23.21,0.258
9.27,0.206
17.95,0.18
12.19,0.122
8.36,0.288
16.3,0.212
7.47,0.25
23.83,0.133
12.79,0.853
12.44,0.092
7.43,0.298
12.8,0.64
15.8,0.105
23.99,0.235
17.91,0.199
11.15,0.265
15.83,0.101
12.69,0.403
17.63,0.505
18.25,0.83
11.73,0.189
15.33,0.469
22.07,1.104
7.78,0.278
61.42,0.633
48.56,0.139
20.54,0.11
17.99,0.3
92.43,0.162
21.22,0.354
15.46,0.084
26.61,1.113
16.42,0.069
15.44,0.053
8.72,0.349
27.58,0.306
17.83,0.09
13.65,0.152
18.23,0.457
16.11,0.537
19.35,0.108
14.1,0.383
31.31,0.33
7.39,0.528
17.06,0.59
23.09,0.924
24.35,0.937
16.68,0.321
17.6,0.391
10.96,0.378
19.97,0.067
16.57,0.048
10.96,0.459
9.58,0.087
35.48,0.847
15.61,0.149
27.68,0.141
25.82,0.123
13.54,0.469
7.87,0.226
17.78,0.424
17.21,0.257
17.67,0.295
15.57,0.306
26.25,0.292
19.36,0.108
11.1,0.159
16.6,0.332
16.37,0.287
18.23,0.731
10.15,0.097
30.96,0.194
8.72,0.282
15.38,0.308
47.17,0.518
18.63,0.248
21.16,0.194
45.67,0.466
20.84,0.464
20.25,0.14
1.05,0.004
17.7,0.085
19.13,0.107
14.11,0.371
32.11,0.229
22.85,1.203
8.96,0.081
19.34,0.365
18.83,0.139
9.2,0.144
36.5,0.217
7.39,0.185
20.57,0.317
19.49,0.463
92.88,0.143
11.85,0.243
15.1,0.606
12.41,0.178
28.27,0.218
12.25,0.114
8.35,0.08
15.1,0.388
15.11,1.163
27.54,0.092
16.11,0.81
23.95,0.146
15.1,0.795
7.39,0.969
13.08,0.481
15.1,0.844
18.99,0.423
19.25,0.244
11.54,0.144
19.53,0.407
14.17,0.237
16.32,0.03
15.38,0.385
24.52,0.077
13.08,0.187
11.1,0.159
30.77,0.311
19.83,0.234
17.63,0.327
19.45,0.216
12.8,0.305
22.59,0.18
45.75,0.352
9.26,0.163
16.7,0.06
15.28,0.588
15.1,0.539
14.1,0.472
22.06,0.886
143.78,0.18
13.52,0.338
15.1,0.759
15.1,0.315
22.27,0.109
46.73,0.124
19.33,0.971
7.78,0.259
31.82,0.283
16.45,0.242
25.63,0.747
15.1,1.106
19.65,0.333
9.72,0.075
16.33,0.204
22.06,0.442
16.6,0.476
7.39,0.164
14.53,0.224
71.13,0.205
21.15,0.734
27.9,0.232
25.71,0.418
27.05,0.371
17.61,0.339
30.74,0.054
18.34,0.214
20.02,0.168
18.93,0.191
34.49,0.348
19.8,0.22
22.12,0.838
18.23,1.14
24.12,0.232
15.62,0.176
24.66,0.514
7.54,0.189
23.53,0.174
37.49,0.187
27.59,0.184
14.5,0.132
19.37,0.775
11.3,0.285
16.09,0.173
28.42,0.095
16.52,0.153
18.42,0.086
82.44,0.75
13.62,0.159
15.1,1.079
7.78,0.412
45.25,0.251
11.02,0.048
19.5,0.434
7.78,0.105
19.47,0.117
21.26,0.193
15.1,0.496
14.63,0.325
9.34,0.668
38.11,0.477
13.65,0.152
34.15,0.855
25.63,0.523
13.35,0.135
18.23,0.522
9.26,0.232
11.02,0.188
13.37,0.267
19.53,0.244
54.02,1.468
8.88,0.118
16.66,0.282
24.94,0.357
16.74,0.239
11.89,0.121
16.78,0.336
17.38,0.075
7.78,0.137
25.63,1.72
17.19,0.431
7.78,0.141
45.99,0.465
16.89,0.26
16.74,0.12
19.89,0.06
25.14,0.318
19.87,0.118
8.69,0.074
15.11,0.432
23.73,0.179
13.25,0.133
18.28,0.051
15.1,0.459
3.6,0.061
14.6,0.365
18.31,0.611
29.13,0.117
0.0,0.0
11.73,0.199
32.77,0.236
23.05,0.144
23.63,0.158
21.1,0.141
15.1,0.686
17.2,0.191
50.92,0.566
8.82,0.295
12.76,0.213
9.17,0.153
14.52,0.812
21.23,0.163
21.24,0.199
16.25,0.232
81.2,0.325
24.62,0.411
11.45,0.096
16.98,0.088
18.86,0.082
22.35,0.372
22.91,0.27
7.55,0.399
15.01,0.15
18.27,0.734
14.93,0.123
37.97,0.634
18.83,0.118
15.18,0.245
38.0,0.551
25.69,0.435
18.7,0.16
15.66,0.121
23.02,0.098
210.09,0.319
13.44,0.224
14.36,0.299
12.43,0.08
17.75,0.25
19.96,0.21
30.82,0.22
15.84,0.278
9.34,0.267
15.1,0.392
19.03,0.115
20.0,0.183
8.27,0.312
14.1,0.071
11.85,0.853
14.1,0.709
14.84,0.095
29.7,0.27
30.11,0.245
53.29,0.134
11.85,0.564
15.45,0.168
20.74,0.017
20.64,0.26
19.63,0.393
67.22,0.747
14.16,0.243
26.63,0.337
18.46,0.057
7.91,0.053
18.54,0.356
13.42,0.096
11.85,0.269
14.52,0.538
45.12,0.303
15.81,0.105
18.37,0.484
15.1,0.433
16.11,0.81
7.78,0.159
12.52,0.086
13.0,0.217
17.6,0.464
21.14,0.214
24.96,0.104
14.1,0.353
11.85,0.494
19.0,0.146
22.06,2.206
11.85,0.595
13.08,0.437
15.16,0.257
16.88,0.1
17.15,0.133
15.43,0.158
19.32,0.084
15.77,0.197
11.49,0.091
15.23,1.928
17.6,0.469
23.35,0.212
8.96,0.494
27.92,1.06
19.32,0.678
12.46,0.047
25.61,0.207
9.51,0.095
49.14,0.347
15.93,0.095
11.23,0.374
40.39,0.253
15.4,0.205
21.22,0.202
23.43,0.586
36.62,0.488
15.1,0.606
7.78,0.324
7.4,0.372
18.82,0.14
16.73,0.03
13.11,0.094
23.68,0.151
21.51,0.103
15.18,0.253
21.43,0.252
18.47,0.145
11.85,0.396
35.12,0.305
7.7,0.131
67.77,0.339
15.1,0.522
25.69,0.22
13.0,0.265
22.14,0.745
18.15,0.363
26.89,0.857
18.23,0.82
35.09,0.185
13.65,0.152
7.78,0.159
34.15,1.708
25.84,0.129
20.84,0.418
10.96,0.609
44.63,0.378
27.99,0.188
56.96,0.984
12.92,0.19
16.12,0.231
16.49,0.157
14.1,0.488
7.78,0.299
34.69,0.095
15.1,0.629
16.67,0.278
26.25,0.292
10.96,0.255
18.7,0.313
13.47,0.501
21.32,0.109
9.34,0.243
21.3,0.044
8.02,0.073
13.77,0.522
59.06,0.422
14.52,0.441
17.41,0.074
15.74,0.07
19.45,0.086
20.61,1.213
18.87,0.039
7.4,0.372
11.85,0.912
19.58,0.349
34.68,0.275
16.14,0.081
11.85,0.266
13.64,0.153
18.72,0.156
17.13,0.286
12.13,0.135
15.07,0.101
23.29,0.333
20.3,0.102
18.3,0.656
39.49,0.282
17.87,0.203
17.37,0.124
16.58,0.142
8.78,0.149
12.79,0.941
7.39,0.207
17.06,0.379
11.85,0.289
18.64,0.094
11.85,0.476
11.85,0.258
17.2,0.442
16.07,0.298
14.1,0.403
0.0,0.0
8.72,0.182
11.94,0.173
18.61,0.19
7.39,0.164
32.0,0.337
20.36,1.508
50.85,1.04
19.58,0.356
16.33,0.093
12.79,0.284
18.65,0.236
46.12,0.085
18.48,0.337
14.2,0.22
19.5,0.118
14.13,0.24
22.06,1.471
18.23,0.965
7.39,0.151
19.66,0.328
18.47,0.217
18.49,0.336
15.31,0.511
15.1,0.336
23.52,0.067
24.09,0.179
33.24,0.901
18.24,0.915
16.61,0.277
7.78,0.599
15.65,0.121
15.23,0.901
10.56,0.132
15.1,0.387
15.23,1.116
30.08,0.201
19.33,0.11
15.63,0.261
16.98,0.162
17.6,0.353
14.98,0.2
11.83,0.132
16.5,0.156
15.53,0.173
14.0,0.1
7.78,0.173
13.11,0.205
76.17,0.635
36.03,0.113
12.48,0.312
13.44,0.224
15.74,0.113
7.78,0.199
23.44,0.039
68.39,0.814
13.61,0.195
19.42,0.303
14.1,0.644
21.06,0.151
15.7,0.185
15.06,0.081
22.06,1.616
18.45,0.365
17.37,0.124
24.69,0.073
15.55,0.056
18.16,0.14
22.99,0.17
7.39,0.264
12.12,0.135
17.8,0.048
21.05,0.263
18.4,0.429
12.28,0.068
14.33,0.167
11.85,0.79
15.27,0.21
13.47,0.713
18.23,1.825
57.92,0.324
7.8,0.1
16.52,0.153
14.28,0.181
4.05,0.177
25.63,0.659
26.04,0.095
16.15,0.248
24.77,0.071
41.33,0.828
16.78,0.102
15.24,0.218
8.72,0.174
15.1,0.458
7.72,0.119
47.67,0.433
22.66,0.133
16.0,0.089
15.65,0.065
18.74,0.152
17.78,0.595
17.8,0.225
14.3,0.084
11.26,0.323
20.96,0.048
13.64,0.144
14.79,0.166
22.06,0.63
53.4,0.356
17.16,0.078
19.47,0.488
15.1,0.431
14.1,0.353
22.17,0.123
16.35,0.192
20.96,0.14
62.38,2.115
19.04,1.269
16.35,0.192
15.6,0.13
27.06,0.318
68.72,0.289
16.91,0.825
11.85,0.486
23.27,0.235
15.34,0.44
21.63,0.155
17.6,0.353
15.87,0.099
14.15,0.248
11.74,0.152
18.23,0.61
52.21,0.737
13.08,0.344
20.18,0.204
12.01,0.06
28.42,0.095
12.69,0.423
24.85,0.483
7.78,0.649
18.65,0.237
18.77,0.057
11.73,0.196
14.47,0.268
9.8,0.14
20.95,0.028
127.22,0.318
18.3,0.122
8.72,0.219
16.67,0.045
29.08,0.3
92.01,0.076
9.06,0.206
9.94,0.209
26.17,0.206
13.81,0.14
19.58,0.349
15.42,0.189
9.44,0.238
17.98,0.173
11.73,0.168
8.49,0.17
15.15,0.108
13.45,0.018
15.74,0.112
10.96,0.459
23.33,0.359
40.37,0.271
12.17,0.088
16.32,0.204
12.34,0.187
18.51,0.206
23.53,0.091
16.75,0.105
21.62,0.134
12.72,0.116
8.4,0.28
13.65,0.152
15.39,0.067
8.88,0.127
16.14,0.294
35.99,0.093
7.42,0.065
12.23,0.207
15.72,0.132
21.43,0.252
13.08,0.185
8.91,0.111
21.06,0.224
9.44,0.106
38.11,0.476
15.0,0.126
8.88,0.178
14.72,0.249
13.08,0.187
20.52,0.14
10.96,0.551
17.6,0.353
20.33,0.239
15.86,0.1
11.9,0.209
16.42,0.253
13.71,0.333
19.08,0.112
7.78,0.265
9.09,0.26
42.01,0.375
59.24,0.139
95.87,0.355
66.65,0.079
7.39,0.591
15.1,1.68
16.79,0.42
16.96,0.064
7.78,0.236
21.3,0.185
50.98,0.739
39.46,0.232
15.93,0.228
7.71,0.707
7.78,0.203
19.32,0.429
7.94,0.094
17.13,0.087
8.72,0.109
15.1,0.378
36.49,0.179
9.06,0.074
12.49,0.165
16.19,0.046
20.29,0.135
9.43,0.624
45.44,0.305
28.54,0.634
11.85,0.484
13.53,0.234
12.54,0.105
15.1,0.444
19.37,0.298
13.46,0.071
18.09,0.151
59.52,0.259
18.23,0.372
17.81,0.324
15.1,0.95
14.1,0.353
23.81,0.154
14.25,0.11
37.09,1.427
4.28,0.067
8.72,0.153
17.54,0.175
8.29,0.553
12.13,0.418
16.6,0.509
13.14,0.12
23.71,0.264
10.96,0.459
17.78,0.833
21.61,0.135
16.46,0.165
39.67,0.198
13.37,0.268
20.8,1.098
74.62,0.442
21.14,0.223
11.24,0.125
20.64,0.176
21.71,0.544
16.43,0.144
11.88,0.216
62.86,0.561
7.78,0.2
15.38,0.171
7.39,0.74
16.11,0.537
34.52,0.247
27.95,0.074
29.4,0.245
11.85,0.624
9.44,0.106
17.6,0.419
18.23,0.446
15.15,0.266
9.56,0.053
17.6,0.353
21.15,0.846
11.9,0.119
7.39,0.255
26.31,0.125
39.1,0.261
18.14,0.032
17.67,0.295
16.11,0.81
14.81,0.123
16.11,0.343
16.39,0.07
7.78,0.132
15.11,0.303
42.72,0.172
8.3,0.056
88.82,0.467
12.79,1.066
16.7,0.159
16.35,0.193
11.45,0.019
15.1,0.505
13.18,0.11
12.49,0.241
18.61,0.255
71.34,0.549
20.43,0.12
19.38,0.102
13.31,0.143
16.78,0.198
60.2,0.436
23.45,0.188
9.78,0.07
21.5,0.148
36.01,0.114
16.2,0.258
19.04,0.515
15.65,0.121
7.78,0.311
19.84,0.08
11.85,0.705
18.09,0.242
18.23,0.608
16.79,0.365
17.6,0.453
12.79,0.465
16.83,0.085
14.58,0.105
26.63,0.057
17.87,0.201
15.1,0.687
14.1,0.288
18.23,0.57
1.39,0.028
7.78,0.57
13.57,0.172
21.15,0.451
8.11,0.066
15.38,0.171
7.78,0.223
16.79,0.336
16.93,0.242
16.84,0.295
14.1,0.288
16.6,0.138
12.76,0.213
17.5,0.208
17.16,0.132
19.61,0.327
8.72,0.174
17.52,0.113
20.78,0.034
18.94,0.158
15.23,0.331
18.3,0.641
15.55,0.24
18.35,0.05
65.5,0.662
18.45,0.41
8.72,0.291
14.1,1.007
22.77,0.19
16.19,0.203
14.52,0.501
41.89,0.322
26.15,0.055
8.11,0.118
24.19,0.122
15.59,0.13
9.6,0.274
11.02,0.189
8.88,0.254
11.73,0.186
16.11,0.503
14.52,0.292
23.36,0.334
19.43,0.557
25.35,0.369
19.05,0.261
126.65,0.084
15.56,0.37
21.51,0.717
23.27,0.235
36.4,0.244
17.67,0.295
17.23,0.123
16.11,0.329
10.96,0.649
15.23,1.116
15.1,0.472
18.15,0.141
8.82,0.443
26.7,0.303
22.66,0.133
13.17,0.105
15.94,0.094
17.68,0.147
21.73,0.185
12.06,0.151
26.85,0.244
13.57,0.263
15.57,0.179
12.14,0.081
8.72,0.153
17.66,0.299
23.0,0.232
7.39,0.211
9.98,0.091
13.51,0.193
16.35,0.301
14.52,0.068
18.0,0.18
17.6,0.391
31.11,0.271
11.85,0.237
18.45,0.231
37.0,0.047
13.45,0.502
8.72,0.229
9.58,0.08
27.55,0.085
24.06,0.185
11.73,0.343
26.9,0.528
18.45,0.369
3.53,0.051
19.25,0.773
21.12,0.528
0.88,0.055
14.11,0.675
98.98,0.767
32.13,0.083
65.02,0.316
37.04,0.025
17.87,0.201
15.1,0.522
8.69,0.336
17.16,0.132
14.58,0.247
21.81,0.151
15.27,0.273
17.73,0.257
16.22,0.055
7.78,0.216
11.85,1.078
12.93,0.152
5.52,0.212
15.38,0.171
39.65,0.201
10.67,0.153
36.57,0.093
13.55,0.181
16.94,0.171
23.18,0.077
15.67,0.121
