freight_value,price,distance_km,weight_kg,volume_cm3,freight_ratio,category,customer_state
19.46,38.99,554.56,0.8,6400.0,0.5,bed_bath_table,RJ
28.22,120.0,1153.06,16.55,57200.0,0.24,housewares,MT
11.85,49.0,487.42,0.25,1512.0,0.24,telephony,SP
7.39,49.9,91.17,0.1,1600.0,0.15,fashion_bags_accessories,SP
14.24,174.8,143.77,1.3,27000.0,0.08,garden_tools,SP
13.58,79.9,233.22,0.45,20608.0,0.17,stationery,RS
27.36,90.0,578.59,1.85,19872.0,0.3,health_beauty,SP
23.83,215.56,1481.31,1.1,8064.0,0.11,food_drink,SP
10.96,9.9,207.26,0.2,850.0,1.11,sports_leisure,SP
15.86,107.9,351.32,0.4,5832.0,0.15,sports_leisure,RJ
15.1,39.0,344.39,0.3,352.0,0.39,watches_gifts,SC
9.5,14.89,84.1,0.08,1760.0,0.64,health_beauty,SP
9.66,106.8,69.58,0.95,8880.0,0.09,toys,SP
19.75,79.9,748.03,0.75,5120.0,0.25,home_construction,SC
14.59,59.95,220.09,0.2,8000.0,0.24,electronics,MG
16.18,59.99,687.53,0.6,7600.0,0.27,pet_shop,MG
13.21,79.0,519.21,0.3,9375.0,0.17,consoles_games,SP
16.82,295.49,703.48,0.52,4180.0,0.06,computers_accessories,MS
23.55,139.0,812.86,0.2,1232.0,0.17,sports_leisure,SP
15.14,139.0,513.94,0.3,936.0,0.11,consoles_games,SP
8.65,199.0,30.47,0.4,640.0,0.04,watches_gifts,SP
15.66,129.9,411.15,0.4,2772.0,0.12,watches_gifts,SP
18.73,119.89,227.81,4.2,46500.0,0.16,housewares,SP
8.3,19.9,86.79,0.35,736.0,0.42,books_technical,SP
15.09,188.99,209.12,1.8,15625.0,0.08,unknown,SP
16.11,15.55,566.93,0.25,15625.0,1.04,housewares,RJ
16.79,45.0,1434.5,0.32,15625.0,0.37,auto,BA
13.44,59.9,450.9,1.5,19800.0,0.22,garden_tools,SP
14.56,219.9,378.01,1.8,34596.0,0.07,sports_leisure,SP
9.63,45.97,49.5,1.2,1936.0,0.21,construction_tools_construction,SP
27.76,958.0,472.47,18.35,73920.0,0.03,cool_stuff,SP
18.73,119.8,262.13,4.25,8000.0,0.16,sports_leisure,SP
14.51,29.99,564.21,1.0,16000.0,0.48,sports_leisure,SP
12.79,25.49,276.55,0.42,3888.0,0.5,home_appliances,SP
21.15,19.89,2473.77,0.15,648.0,1.06,telephony,RO
15.23,20.0,330.27,0.32,3724.0,0.76,health_beauty,SP
15.85,78.0,104.13,2.2,31500.0,0.2,furniture_decor,SP
19.91,289.9,448.78,0.55,6137.0,0.07,perfumery,SP
18.2,89.9,1058.07,0.5,7200.0,0.2,pet_shop,PR
28.37,160.0,9.75,7.6,78400.0,0.18,housewares,SP
9.13,53.99,3.16,0.85,1827.0,0.17,books_technical,SP
14.52,24.9,511.71,0.2,1368.0,0.58,music,PR
22.13,27.99,1245.99,0.15,816.0,0.79,telephony,BA
13.08,29.5,19.73,1.87,7776.0,0.44,cool_stuff,SP
12.79,38.0,171.6,0.2,4000.0,0.34,baby,MG
7.78,20.0,40.37,0.35,4500.0,0.39,auto,SP
36.41,809.1,330.78,3.41,14168.0,0.04,computers_accessories,RJ
14.84,74.99,111.81,1.81,37788.0,0.2,bed_bath_table,SP
9.34,18.99,85.74,0.7,36000.0,0.49,housewares,SP
8.56,195.9,158.78,0.19,2112.0,0.04,watches_gifts,SP
11.48,124.99,223.61,8.68,107136.0,0.09,office_furniture,SP
19.19,127.26,262.77,2.1,16704.0,0.15,construction_tools_construction,SP
16.05,5.99,679.6,0.1,561.0,2.68,housewares,ES
15.01,179.9,358.4,2.42,1496.0,0.08,computers_accessories,RJ
47.37,119.9,2683.99,2.2,22050.0,0.4,furniture_decor,MA
28.0,129.99,2692.81,5.25,39780.0,0.22,toys,RN
17.64,49.0,471.67,1.55,19800.0,0.36,garden_tools,MG
19.08,114.9,549.84,1.9,11515.0,0.17,bed_bath_table,SC
18.52,129.0,248.09,9.95,58621.0,0.14,housewares,MG
10.96,44.99,6.29,0.6,1496.0,0.24,stationery,SP
14.43,29.99,190.62,0.6,9375.0,0.48,baby,SP
22.46,106.9,1489.27,0.35,4913.0,0.21,sports_leisure,BA
16.32,79.5,258.92,0.7,2520.0,0.2,telephony,RJ
23.91,139.0,82.19,8.35,42000.0,0.17,stationery,SP
16.05,13.9,518.21,0.25,4800.0,1.16,bed_bath_table,MS
18.1,121.9,1026.07,1.35,4374.0,0.15,health_beauty,RS
12.18,12.9,305.59,0.25,4800.0,0.94,bed_bath_table,SP
27.87,159.0,493.4,2.85,40000.0,0.18,furniture_decor,SC
21.76,181.0,178.53,1.95,6936.0,0.12,sports_leisure,MG
15.59,119.9,442.17,0.43,3927.0,0.13,perfumery,SP
11.73,58.99,16.12,0.2,3960.0,0.2,health_beauty,SP
15.23,18.99,757.94,0.25,2880.0,0.8,housewares,ES
19.59,48.0,1258.49,0.45,19683.0,0.41,musical_instruments,BA
38.27,99.0,350.11,1.2,8349.0,0.39,furniture_decor,SP
17.78,21.35,976.9,6.6,2116.0,0.83,sports_leisure,SC
14.1,19.0,354.1,0.15,1584.0,0.74,housewares,RJ
16.05,42.9,752.86,0.3,4000.0,0.37,computers_accessories,SP
14.1,30.0,365.09,0.15,1836.0,0.47,health_beauty,RJ
16.11,8.0,413.36,0.2,39353.0,2.01,auto,RJ
13.49,165.0,152.0,0.95,20295.0,0.08,auto,SP
22.13,59.9,1162.13,0.37,5120.0,0.37,health_beauty,RS
29.39,41.99,1257.97,2.2,18000.0,0.7,bed_bath_table,BA
66.81,286.4,295.07,15.15,81270.0,0.23,bed_bath_table,PR
21.68,169.99,792.38,3.1,49600.0,0.13,fashion_bags_accessories,RS
16.11,25.0,614.09,0.6,15625.0,0.64,cool_stuff,SP
14.0,85.99,34.29,3.75,8000.0,0.16,construction_tools_construction,SP
18.64,199.0,257.93,1.95,27588.0,0.09,cool_stuff,SC
37.76,349.0,1500.0,0.5,2112.0,0.11,health_beauty,PE
15.13,53.9,425.79,0.4,1955.0,0.28,industry_commerce_and_business,SP
36.12,279.0,24.48,18.4,48000.0,0.13,kitchen_dining_laundry_garden_furniture,SP
18.23,37.9,413.75,0.18,945.0,0.48,health_beauty,PR
14.64,148.0,17.41,9.75,12600.0,0.1,bed_bath_table,SP
9.94,19.9,34.47,0.8,11552.0,0.5,garden_tools,SP
25.63,45.6,1243.93,0.22,6210.0,0.56,computers_accessories,DF
15.89,148.0,183.53,1.4,8349.0,0.11,furniture_decor,SC
7.54,89.9,242.86,1.38,20000.0,0.08,bed_bath_table,SP
37.04,29.98,2043.03,0.25,1547.0,1.24,telephony,PE
11.15,20.7,9.13,0.8,31500.0,0.54,furniture_decor,SP
15.35,84.9,852.88,0.73,37324.0,0.18,stationery,RS
17.09,44.35,557.61,1.4,10500.0,0.38,furniture_decor,MG
13.57,59.9,145.74,0.65,2240.0,0.23,baby,SC
11.85,12.9,304.34,0.25,4800.0,0.92,bed_bath_table,SP
16.79,21.99,1489.6,0.15,836.0,0.76,telephony,MT
21.84,189.9,221.6,0.85,37500.0,0.12,luggage_accessories,RS
15.64,39.8,326.68,0.6,8008.0,0.39,health_beauty,PR
15.91,99.99,666.49,1.2,15750.0,0.16,cool_stuff,SC
15.32,79.9,481.57,1.1,6400.0,0.19,bed_bath_table,SP
12.81,53.2,296.27,0.65,2560.0,0.24,bed_bath_table,SP
11.85,12.9,305.13,0.25,4800.0,0.92,bed_bath_table,SP
44.64,119.99,335.18,6.55,8000.0,0.37,computers_accessories,RJ
17.31,66.89,739.57,0.73,3060.0,0.26,watches_gifts,RJ
23.85,149.99,229.97,6.55,8000.0,0.16,computers_accessories,MG
42.1,179.99,124.0,15.0,115934.0,0.23,sports_leisure,PR
16.11,49.9,646.57,0.8,2816.0,0.32,auto,SP
15.23,14.77,345.36,0.12,836.0,1.03,telephony,RJ
15.25,21.9,364.72,0.1,1056.0,0.7,baby,SP
15.48,104.0,419.03,0.4,4536.0,0.15,health_beauty,SP
29.45,149.9,1228.66,0.79,4256.0,0.2,health_beauty,BA
8.82,14.9,0.0,0.35,384.0,0.59,food_drink,SC
16.79,31.9,656.34,0.25,2378.0,0.53,computers_accessories,BA
19.67,99.9,591.92,0.88,11362.0,0.2,pet_shop,RJ
15.37,69.99,460.54,0.5,4140.0,0.22,baby,MG
37.8,126.9,799.34,0.85,10400.0,0.3,health_beauty,SP
32.82,75.0,317.28,5.5,24000.0,0.44,furniture_living_room,PR
11.23,59.0,44.09,0.47,4788.0,0.19,audio,SP
18.55,95.0,498.75,0.16,2926.0,0.2,computers_accessories,SP
7.78,24.99,2.32,0.8,4000.0,0.31,fashion_bags_accessories,SP
15.31,79.9,812.91,0.4,9000.0,0.19,baby,RS
14.1,13.65,359.92,0.15,4862.0,1.03,electronics,PR
21.18,152.0,1395.02,0.2,2805.0,0.14,health_beauty,MT
19.36,56.1,567.45,0.95,9450.0,0.34,bed_bath_table,RJ
17.65,199.99,330.15,2.0,27000.0,0.09,cool_stuff,RJ
50.62,899.0,448.0,25.95,90720.0,0.06,pet_shop,MG
8.27,15.9,73.17,0.22,2944.0,0.52,bed_bath_table,SP
15.1,44.0,971.53,0.25,640.0,0.34,watches_gifts,RS
16.53,48.9,910.66,0.8,5610.0,0.34,bed_bath_table,DF
11.52,449.99,22.17,12.9,45000.0,0.03,unknown,SP
18.49,55.0,580.25,0.5,1056.0,0.34,telephony,MG
17.78,10.99,721.23,0.1,704.0,1.62,telephony,GO
8.45,170.0,61.87,0.07,3600.0,0.05,auto,SP
8.92,15.9,106.99,0.2,2944.0,0.56,bed_bath_table,SP
17.06,26.9,1460.9,0.54,3648.0,0.63,electronics,BA
27.51,64.99,2362.12,0.4,2964.0,0.42,health_beauty,SP
17.91,209.9,424.28,1.62,40590.0,0.08,bed_bath_table,ES
44.33,79.99,327.92,13.7,70702.0,0.55,auto,RJ
14.52,67.99,32.87,0.45,1280.0,0.21,computers_accessories,SP
15.38,89.99,24.17,2.75,9375.0,0.17,home_appliances_2,SP
6.78,39.99,221.42,0.35,3800.0,0.17,bed_bath_table,SP
15.24,19.9,471.35,0.18,4224.0,0.77,electronics,MG
7.39,5.9,52.85,0.2,2464.0,1.25,baby,SP
15.1,10.0,143.97,1.0,6000.0,1.51,furniture_decor,MG
7.78,29.99,22.96,0.3,816.0,0.26,telephony,SP
9.03,124.9,32.32,0.6,16200.0,0.07,health_beauty,SP
27.5,169.0,642.96,6.4,43659.0,0.16,auto,MG
11.85,29.0,218.86,0.2,352.0,0.41,watches_gifts,SP
14.52,46.86,342.84,0.22,6525.0,0.31,computers_accessories,RS
13.23,39.9,46.27,0.75,6912.0,0.33,bed_bath_table,RJ
19.12,145.0,409.79,0.2,1056.0,0.13,watches_gifts,MG
1.48,53.0,396.92,0.1,2299.0,0.03,health_beauty,SP
13.06,115.0,73.92,0.45,8000.0,0.11,books_general_interest,SC
48.75,209.0,22.57,22.6,135594.0,0.23,pet_shop,SP
7.78,49.99,21.95,0.2,4500.0,0.16,health_beauty,SP
8.11,13.3,138.41,0.2,352.0,0.61,fashion_bags_accessories,SP
16.67,99.9,484.3,1.35,30000.0,0.17,auto,MG
8.91,79.99,15.58,0.55,5040.0,0.11,perfumery,SP
42.56,245.9,306.02,19.8,116000.0,0.17,bed_bath_table,SP
17.71,125.0,815.99,0.2,3000.0,0.14,computers_accessories,SP
27.03,135.0,425.33,7.35,42875.0,0.2,furniture_decor,MG
19.41,31.9,294.19,0.65,5808.0,0.61,health_beauty,PR
18.79,99.0,827.14,0.45,720.0,0.19,computers_accessories,GO
14.1,7.0,891.02,0.15,4275.0,2.01,telephony,DF
14.52,9.9,502.85,0.2,352.0,1.47,furniture_bedroom,SP
8.33,80.49,49.18,0.42,3850.0,0.1,health_beauty,SP
17.64,330.0,2218.54,0.4,2992.0,0.05,health_beauty,PB
80.11,790.0,1796.63,12.1,62500.0,0.1,computers,BA
15.1,21.9,1094.17,0.15,6000.0,0.69,electronics,RS
15.23,27.99,847.64,0.3,816.0,0.54,telephony,RS
46.05,169.9,527.35,14.65,100980.0,0.27,kitchen_dining_laundry_garden_furniture,SP
16.18,59.99,406.95,0.7,1600.0,0.27,furniture_decor,RJ
15.79,44.0,1324.71,0.25,640.0,0.36,watches_gifts,MT
18.31,29.9,749.1,0.12,2618.0,0.61,perfumery,MG
8.88,16.89,24.38,1.0,15624.0,0.53,sports_leisure,SP
9.03,51.0,8.87,1.0,5670.0,0.18,health_beauty,SP
15.23,24.99,479.62,0.05,1188.0,0.61,telephony,MG
18.75,99.9,106.34,2.5,12000.0,0.19,furniture_decor,SC
16.19,155.97,353.97,0.36,3042.0,0.1,watches_gifts,RJ
17.88,89.9,1079.81,0.75,9900.0,0.2,furniture_decor,GO
19.04,21.0,809.63,0.2,5720.0,0.91,bed_bath_table,SP
16.5,249.99,239.72,0.35,1690.0,0.07,sports_leisure,RS
17.67,59.9,970.19,1.65,19800.0,0.3,garden_tools,RS
7.49,89.9,103.86,0.45,4000.0,0.08,toys,SP
12.43,259.9,64.97,0.48,5040.0,0.05,perfumery,RJ
4.21,24.5,1163.7,0.15,2304.0,0.17,consoles_games,ES
8.32,81.99,86.88,0.21,2652.0,0.1,computers_accessories,SP
48.43,245.9,281.06,25.2,116000.0,0.2,bed_bath_table,SP
176.86,890.0,384.84,30.0,251625.0,0.2,health_beauty,MG
16.27,73.35,237.79,0.95,8866.0,0.22,furniture_decor,PR
23.0,99.95,2359.6,1.95,13500.0,0.23,cine_photo,PA
18.56,89.9,1458.82,1.1,5994.0,0.21,bed_bath_table,BA
9.05,99.0,32.93,0.89,13200.0,0.09,toys,SP
16.81,9.99,506.27,0.25,10000.0,1.68,pet_shop,SP
14.3,78.0,743.59,0.6,12000.0,0.18,furniture_decor,ES
15.23,12.67,333.0,0.65,627.0,1.2,telephony,RJ
15.1,14.99,596.5,0.06,1260.0,1.01,christmas_supplies,MG
9.61,125.0,138.42,0.75,1200.0,0.08,books_imported,SP
16.11,45.9,509.28,0.65,16038.0,0.35,cool_stuff,SP
7.55,54.99,62.61,0.35,2464.0,0.14,watches_gifts,RJ
7.47,29.9,141.18,0.25,1200.0,0.25,health_beauty,SP
27.66,159.9,1059.25,1.1,7644.0,0.17,toys,ES
16.11,39.0,946.3,1.3,15341.0,0.41,sports_leisure,SP
26.46,168.0,1705.05,0.75,42875.0,0.16,furniture_decor,PE
27.83,249.99,716.23,3.45,9450.0,0.11,sports_leisure,ES
15.27,24.9,357.11,1.25,8398.0,0.61,health_beauty,PR
8.64,59.9,183.32,1.11,3762.0,0.14,health_beauty,SP
14.43,49.9,137.08,0.8,13125.0,0.29,construction_tools_construction,SP
17.6,45.0,828.91,0.72,4485.0,0.39,health_beauty,SP
8.23,195.9,157.24,0.9,31920.0,0.04,sports_leisure,SP
14.08,15.99,165.26,4.3,20000.0,0.88,drinks,SP
23.07,325.0,2362.29,0.4,2992.0,0.07,health_beauty,MA
12.79,15.9,383.32,0.4,2057.0,0.8,housewares,SP
17.63,41.31,2313.04,0.3,1188.0,0.43,garden_tools,CE
23.54,55.9,1195.73,0.8,4800.0,0.42,books_general_interest,RS
9.34,13.99,6.9,0.5,27000.0,0.67,pet_shop,SP
11.15,22.99,112.34,7.35,38750.0,0.48,housewares,SP
16.95,99.99,489.24,1.2,15750.0,0.17,cool_stuff,MG
27.83,364.0,2091.58,0.3,2431.0,0.08,health_beauty,CE
7.78,28.99,15.43,0.15,1520.0,0.27,telephony,SP
8.72,49.89,31.07,0.3,7500.0,0.18,housewares,SP
10.0,95.0,396.84,0.25,1600.0,0.1,furniture_decor,RJ
9.76,135.0,25.34,0.95,1827.0,0.07,books_imported,SP
28.71,349.9,2455.24,0.9,11400.0,0.08,health_beauty,PB
3.45,190.83,679.35,0.42,2106.0,0.02,watches_gifts,MG
8.72,56.99,22.35,0.4,2178.0,0.15,perfumery,SP
15.1,8.99,705.93,0.5,5250.0,1.68,consoles_games,RJ
18.0,58.9,613.05,5.51,149296.0,0.31,baby,SC
20.6,169.0,558.21,1.9,11700.0,0.12,cine_photo,MG
25.0,119.99,343.64,6.55,8000.0,0.21,computers_accessories,MG
27.47,388.5,327.46,5.91,56350.0,0.07,small_appliances,SP
22.51,99.0,183.13,5.75,27000.0,0.23,pet_shop,SP
15.38,39.99,873.74,5.03,33000.0,0.38,pet_shop,DF
36.03,129.0,234.85,9.85,58621.0,0.28,housewares,SP
21.44,135.0,577.07,2.15,12000.0,0.16,bed_bath_table,RJ
16.74,69.99,756.4,1.0,14000.0,0.24,bed_bath_table,ES
15.1,9.0,486.86,0.15,2800.0,1.68,electronics,SC
15.85,78.0,671.03,0.1,1200.0,0.2,telephony,RJ
7.79,29.99,5.19,0.15,4096.0,0.26,fashion_bags_accessories,RS
37.1,254.4,2162.67,3.4,23625.0,0.15,bed_bath_table,PB
57.04,69.9,2307.6,1.2,21000.0,0.82,home_appliances,AM
17.06,49.99,1335.97,0.25,816.0,0.34,telephony,MT
29.11,58.5,92.87,13.32,80934.0,0.5,agro_industry_and_commerce,SP
25.38,31.9,2473.04,0.3,2378.0,0.8,computers_accessories,RO
27.76,99.49,1817.8,0.38,8120.0,0.28,baby,RN
8.72,52.0,16.83,0.3,6760.0,0.17,tablets_printing_image,SP
16.67,224.0,379.05,2.13,8800.0,0.07,health_beauty,RJ
21.51,108.0,2431.6,0.1,2340.0,0.2,perfumery,PB
33.65,179.9,353.76,9.65,8000.0,0.19,electronics,RJ
16.09,190.9,530.46,6.66,2431.0,0.08,audio,RJ
25.38,24.87,2678.12,0.1,1134.0,1.02,auto,CE
19.04,39.99,1320.17,0.2,4180.0,0.48,perfumery,RS
18.72,209.99,708.55,1.45,10450.0,0.09,health_beauty,SC
21.58,125.0,505.74,2.5,12716.0,0.17,health_beauty,MG
28.75,36.0,2313.35,1.9,5808.0,0.8,sports_leisure,CE
14.16,58.2,483.31,0.08,1248.0,0.24,health_beauty,SP
19.38,69.9,992.78,5.95,20539.0,0.28,auto,MG
88.37,249.9,1247.12,14.6,56448.0,0.35,furniture_decor,RS
13.08,75.0,31.63,2.6,15000.0,0.17,furniture_decor,SP
11.85,19.99,229.88,0.1,4500.0,0.59,health_beauty,SP
12.24,140.0,29.39,1.24,11340.0,0.09,health_beauty,RJ
17.6,38.9,401.25,0.55,6000.0,0.45,bed_bath_table,PR
17.16,64.9,1447.7,0.35,1980.0,0.26,furniture_decor,BA
17.81,79.95,464.08,1.25,11408.0,0.22,cool_stuff,SP
18.3,59.9,611.27,0.45,23625.0,0.31,furniture_decor,RJ
12.43,72.0,19.31,1.84,8784.0,0.17,electronics,SP
45.09,89.99,197.09,6.05,8000.0,0.5,garden_tools,SP
13.72,59.9,29.55,3.6,15625.0,0.23,health_beauty,SP
13.74,199.0,317.07,1.02,5376.0,0.07,computers_accessories,SP
8.72,37.99,107.88,0.22,3136.0,0.23,computers_accessories,SP
18.65,199.99,396.55,1.9,23625.0,0.09,stationery,RJ
7.39,17.49,27.07,0.2,4199.0,0.42,electronics,SP
19.58,56.1,857.47,0.95,9450.0,0.35,bed_bath_table,RS
26.75,69.9,1877.14,1.3,12288.0,0.38,housewares,RO
37.97,59.9,1713.36,1.65,19800.0,0.63,garden_tools,SE
70.8,379.0,1822.01,5.0,66150.0,0.19,musical_instruments,BA
35.71,55.0,1992.52,0.5,1056.0,0.65,telephony,MA
13.08,69.9,34.53,2.6,15000.0,0.19,furniture_decor,SP
16.24,68.9,180.75,0.7,32200.0,0.24,stationery,SP
27.59,159.49,1079.14,3.0,13464.0,0.17,housewares,RJ
18.3,467.0,344.78,0.75,27000.0,0.04,health_beauty,RJ
17.95,99.9,638.47,8.75,51750.0,0.18,toys,RJ
8.65,199.99,25.75,1.4,22500.0,0.04,cool_stuff,SP
11.76,164.99,68.08,0.43,6174.0,0.07,health_beauty,SP
16.79,49.9,1367.53,0.55,704.0,0.34,stationery,BA
9.98,22.0,826.79,0.2,5720.0,0.45,bed_bath_table,SP
46.41,279.0,1159.37,2.96,37638.0,0.17,luggage_accessories,RS
44.48,89.9,2293.71,0.75,9912.0,0.5,sports_leisure,SP
21.82,189.9,584.89,2.7,13500.0,0.12,sports_leisure,SC
14.98,96.8,161.03,1.87,15660.0,0.16,fashion_bags_accessories,SP
7.87,18.0,64.03,0.2,6859.0,0.44,sports_leisure,SP
14.1,40.0,498.86,0.2,1408.0,0.35,fashion_bags_accessories,MG
12.98,45.05,233.58,0.4,2560.0,0.29,audio,SP
7.94,55.0,30.27,0.35,2464.0,0.14,watches_gifts,RJ
17.65,129.99,565.86,1.6,15750.0,0.14,cool_stuff,RJ
19.99,269.9,617.47,0.26,4256.0,0.07,perfumery,MG
28.33,286.99,572.01,10.15,53400.0,0.1,housewares,RS
7.49,89.99,10.6,0.4,27000.0,0.08,sports_leisure,SP
15.23,10.0,837.75,0.2,4000.0,1.52,electronics,SP
11.24,89.9,125.68,1.38,20000.0,0.12,bed_bath_table,SP
14.68,129.9,37.5,1.7,14400.0,0.11,perfumery,SP
15.1,39.9,358.88,0.26,3808.0,0.38,bed_bath_table,SC
8.11,29.99,19.9,0.2,1200.0,0.27,baby,RS
13.92,179.9,186.37,0.5,2760.0,0.08,perfumery,SP
38.18,299.9,91.62,11.6,67280.0,0.13,office_furniture,SP
26.7,887.0,843.02,11.47,103740.0,0.03,baby,RS
20.4,37.99,1920.88,0.15,1520.0,0.54,telephony,AL
18.5,535.9,466.78,0.65,5967.0,0.04,health_beauty,PR
14.1,31.8,493.68,3.45,28175.0,0.44,furniture_decor,MG
8.03,110.32,96.72,0.15,990.0,0.07,health_beauty,SP
12.79,22.4,152.32,0.21,3536.0,0.57,sports_leisure,SP
7.71,5.18,7.25,0.05,6864.0,1.49,consoles_games,MG
13.67,108.9,38.39,1.75,27000.0,0.13,auto,SP
14.58,59.9,205.77,0.69,6050.0,0.24,bed_bath_table,RJ
24.47,275.0,863.2,7.18,44000.0,0.09,toys,RS
17.5,177.97,475.12,0.25,5760.0,0.1,health_beauty,MG
14.71,88.0,289.16,0.55,8000.0,0.17,health_beauty,SP
15.1,39.9,708.37,0.2,2816.0,0.38,sports_leisure,MG
12.85,27.19,240.79,0.13,1872.0,0.47,cool_stuff,SP
7.78,34.9,9.26,0.22,2400.0,0.22,baby,SP
14.1,39.9,337.87,0.2,1875.0,0.35,unknown,RJ
8.09,106.5,56.48,0.35,4913.0,0.08,sports_leisure,SP
17.45,144.41,964.91,0.14,4312.0,0.12,computers_accessories,RJ
60.02,451.0,270.53,13.65,125000.0,0.13,bed_bath_table,SP
15.2,64.9,364.85,0.4,6600.0,0.23,computers_accessories,RJ
14.1,33.4,486.25,0.2,1232.0,0.42,unknown,MG
19.4,29.99,374.47,0.6,9375.0,0.65,baby,RJ
7.78,28.49,14.31,0.16,2940.0,0.27,health_beauty,SP
38.75,99.99,1811.34,0.4,2112.0,0.39,sports_leisure,TO
13.45,144.0,174.08,0.31,1920.0,0.09,watches_gifts,SP
5.73,223.0,1143.1,0.32,4693.0,0.03,watches_gifts,BA
18.03,269.0,13.44,5.35,32000.0,0.07,home_confort,SP
19.56,52.58,596.08,0.9,7872.0,0.37,bed_bath_table,RJ
3.03,59.99,10.7,0.95,17500.0,0.05,health_beauty,SP
15.1,19.9,865.88,0.15,2304.0,0.76,consoles_games,RJ
23.99,169.99,463.17,1.3,4864.0,0.14,construction_tools_lights,MG
51.17,64.9,2072.31,0.45,1750.0,0.79,furniture_decor,BA
10.91,55.0,536.52,0.85,27000.0,0.2,furniture_decor,MG
10.96,29.9,70.04,0.4,1024.0,0.37,computers_accessories,SP
27.41,49.0,2268.53,0.35,8349.0,0.56,furniture_decor,AL
42.42,55.9,2127.94,0.3,900.0,0.76,sports_leisure,PE
9.34,59.99,97.37,0.95,17500.0,0.16,health_beauty,SP
8.88,19.0,7.95,1.88,12167.0,0.47,health_beauty,SP
75.48,249.9,493.21,10.85,67280.0,0.3,office_furniture,MG
17.67,49.0,565.56,1.75,32560.0,0.36,garden_tools,MG
15.62,109.9,522.34,9.4,56250.0,0.14,baby,SP
19.37,64.99,1208.35,0.35,2964.0,0.3,health_beauty,PE
18.27,24.0,659.84,0.2,8250.0,0.76,housewares,RS
17.78,28.0,862.41,0.4,3600.0,0.64,sports_leisure,DF
16.95,39.99,553.44,0.35,3800.0,0.42,bed_bath_table,MG
16.46,99.9,722.04,0.35,600.0,0.16,bed_bath_table,SC
12.71,82.8,479.99,0.17,2808.0,0.15,computers_accessories,SP
9.38,90.0,7.02,0.75,1862.0,0.1,garden_tools,SP
17.09,119.99,337.68,0.9,11200.0,0.14,cool_stuff,RJ
9.27,49.0,56.66,0.25,1512.0,0.19,telephony,SP
24.27,200.0,904.76,2.8,33228.0,0.12,toys,GO
7.78,69.0,76.06,0.35,640.0,0.11,fashion_bags_accessories,SP
15.1,15.0,508.51,0.15,2800.0,1.01,electronics,RJ
15.14,55.0,432.63,0.2,640.0,0.28,watches_gifts,MG
11.85,29.9,307.01,0.4,24000.0,0.4,furniture_decor,SP
10.62,108.9,474.84,1.8,9240.0,0.1,furniture_decor,RJ
16.94,72.0,908.07,0.17,3276.0,0.24,computers_accessories,MG
25.66,54.9,2401.89,0.28,5544.0,0.47,tablets_printing_image,PA
9.34,54.9,102.5,1.1,10500.0,0.17,housewares,SP
15.91,165.0,494.35,0.95,20295.0,0.1,auto,MG
18.23,34.9,817.29,0.4,2288.0,0.52,housewares,DF
8.88,47.9,9.26,0.8,8000.0,0.18,bed_bath_table,SP
39.76,118.0,348.5,9.35,66550.0,0.34,signaling_and_security,RJ
13.47,12.5,202.16,0.1,900.0,1.08,consoles_games,MG
31.48,104.0,520.66,1.15,20956.0,0.3,sports_leisure,PR
15.83,135.0,654.61,0.95,9600.0,0.12,watches_gifts,PR
19.47,196.0,660.96,0.26,2652.0,0.1,watches_gifts,RJ
21.47,139.99,580.62,2.4,16632.0,0.15,bed_bath_table,RJ
17.06,8.7,1453.93,0.1,1056.0,1.96,stationery,BA
8.89,19.9,15.62,9.9,24000.0,0.45,housewares,SP
15.23,35.9,468.05,0.23,1632.0,0.42,perfumery,SP
63.87,264.0,1244.56,2.2,21384.0,0.24,perfumery,SP
15.38,89.9,265.99,0.21,1836.0,0.17,health_beauty,RJ
0.4,19.9,450.44,0.2,4500.0,0.02,housewares,MG
20.79,97.65,334.07,0.15,3000.0,0.21,health_beauty,MG
14.1,29.98,816.53,0.25,1547.0,0.47,telephony,GO
14.1,21.9,492.97,0.15,2800.0,0.64,electronics,MG
15.14,55.13,433.98,0.15,352.0,0.28,sports_leisure,MG
18.06,189.0,588.0,2.05,10800.0,0.1,health_beauty,RJ
9.41,19.9,34.98,0.4,10000.0,0.47,watches_gifts,SP
17.6,49.9,1037.54,1.5,19800.0,0.35,garden_tools,RS
17.59,249.9,375.94,0.61,4928.0,0.07,perfumery,SP
21.0,215.0,511.36,5.4,31752.0,0.1,cool_stuff,SC
14.52,110.0,330.94,1.15,24000.0,0.13,bed_bath_table,RJ
17.67,59.9,252.34,1.5,5160.0,0.3,bed_bath_table,SP
7.78,55.0,137.38,0.3,352.0,0.14,watches_gifts,SP
15.17,60.0,910.75,0.24,3808.0,0.25,toys,SP
12.8,19.9,281.11,0.2,4096.0,0.64,bed_bath_table,SP
15.1,49.0,369.41,0.25,1512.0,0.31,telephony,SC
16.26,89.9,64.88,1.38,20000.0,0.18,bed_bath_table,SP
24.57,99.99,364.76,1.85,6000.0,0.25,bed_bath_table,SP
15.23,14.9,344.61,0.2,2700.0,1.02,audio,RJ
0.0,53.9,860.76,1.55,19800.0,0.0,garden_tools,ES
15.48,85.9,480.59,0.4,990.0,0.18,perfumery,MG
8.65,54.87,29.71,0.62,8649.0,0.16,musical_instruments,SC
